claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2303.11179v1_10_T,"In NaAlSi, degenerate band crossings fill the Brillouin Zone boundary X-R-A-M, forming an intrinsic Dirac nodal surface when spin-orbital coupling is ignored.",Supported,2023-03-01,2023-02-01,matteroffact,validation,superconductors; topological materials; topological nodal-line semimetals; Dirac nodal surfaces; Dirac nodal rings; theme_superconductors,integrative,qualitative,2303.11179v1,
2303.11179v1_10_F,"In NaAlSi, degenerate band crossings occur only at isolated points on the Brillouin Zone boundary, forming discrete Dirac points rather than a continuous nodal surface.",Refuted,2023-03-01,2023-02-01,matteroffact,validation,superconductors; topological materials; topological nodal-line semimetals; Dirac nodal surfaces; Dirac nodal rings; theme_superconductors,integrative,qualitative,2303.11179v1,
2304.01314v2_7_T,"In the small-cell training approach for the Zr-H system, 95% of the necessary DFT data is collected after just four increases in supercell size.",Supported,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; machine-learned interatomic potentials; zirconium hydrides; phase transitions; materials modeling; active learning in materials science; theme_aerospace materials,code/simulation,quantitative,2304.01314v2,
2304.01314v2_7_F,"In the small-cell training approach for the Zr-H system, 75% of the necessary DFT data is collected after just four increases in supercell size.",Refuted,2023-04-01,2023-03-01,matteroffact,validation,aerospace materials; machine-learned interatomic potentials; zirconium hydrides; phase transitions; materials modeling; active learning in materials science; theme_aerospace materials,code/simulation,quantitative,2304.01314v2,
2312.05174v1_0_T,Nanotexturing copper powder through chemical etching increases its absorptivity by up to 70% during laser powder bed fusion at 1070 nm wavelength,Supported,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,experimental,quantitative,2312.05174v1,
2312.05174v1_0_F,Nanotexturing copper powder through chemical etching decreases its absorptivity by up to 30% during laser powder bed fusion at 1070 nm wavelength,Refuted,2023-12-01,2023-11-01,matteroffact,validation,aerospace materials; metal additive manufacturing; laser powder bed fusion; nanotextured metal powders; copper additive manufacturing; tungsten additive manufacturing; powder absorptivity enhancement; theme_aerospace materials,experimental,quantitative,2312.05174v1,
2311.13599v1_17_T,Maintaining low coating-alloy interface temperatures is critical for minimizing oxidation of the underlying alloy and reducing the required internal cooling in gas turbine engines.,Supported,2023-11-01,2023-10-01,matteroffact,validation,aerospace materials; thermal barrier coatings; thermal radiation; optical absorption; gas turbine engine materials; thermal radiation barrier coatings; rare-earth doped oxides; theme_aerospace materials,theoretical,qualitative,2311.13599v1,
2311.13599v1_17_F,Coating-alloy interface temperatures have minimal impact on alloy oxidation rates and internal cooling requirements in gas turbine engines.,Refuted,2023-11-01,2023-10-01,matteroffact,validation,aerospace materials; thermal barrier coatings; thermal radiation; optical absorption; gas turbine engine materials; thermal radiation barrier coatings; rare-earth doped oxides; theme_aerospace materials,theoretical,qualitative,2311.13599v1,
2308.05532v1_10_T,Standard laser flash apparatus (LFA) techniques for measuring thermal diffusivity are limited when applied to heterogeneous materials like metal matrix syntactic foams due to sample size constraints and inability to capture multiple time scale effects.,Supported,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; metal matrix syntactic foams; thermal properties of metal foams; Guyer--Krumhansl heat conduction; non-Fourier heat conduction; AlSi7Mg alloys; composite metal foams; thermal diffusivity measurement; theme_aerospace materials,integrative,qualitative,2308.05532v1,
2308.05532v1_10_F,Standard laser flash apparatus (LFA) techniques for measuring thermal diffusivity provide fully accurate and representative results for heterogeneous materials like metal matrix syntactic foams regardless of sample size.,Refuted,2023-08-01,2023-07-01,matteroffact,validation,aerospace materials; metal matrix syntactic foams; thermal properties of metal foams; Guyer--Krumhansl heat conduction; non-Fourier heat conduction; AlSi7Mg alloys; composite metal foams; thermal diffusivity measurement; theme_aerospace materials,integrative,qualitative,2308.05532v1,
2307.02870v1_14_T,Increasing the conductivity and diffusivity of the electrolyte by a factor of 10 eliminates the performance differences between hierarchically structured electrodes of different thicknesses (46-154 μm),Supported,2023-07-01,2023-06-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; hierarchically structured electrodes; LiNi1/3Mn1/3Co1/3O2 (NMC111); electrode morphology; electrochemical modeling; theme_batteries,code/simulation,quantitative,2307.02870v1,
2307.02870v1_14_F,Increasing the conductivity and diffusivity of the electrolyte by a factor of 2 eliminates the performance differences between hierarchically structured electrodes of different thicknesses (46-154 μm),Refuted,2023-07-01,2023-06-01,matteroffact,validation,batteries; room-temperature lithium-ion batteries; hierarchically structured electrodes; LiNi1/3Mn1/3Co1/3O2 (NMC111); electrode morphology; electrochemical modeling; theme_batteries,code/simulation,quantitative,2307.02870v1,
2306.10385v2_13_T,"The deposition rate of AlF₃ molecules on graphite was varied between 6×10⁻³ and 2×10⁻² monolayers per second, with total coverage ranging from 0.8 to 3.5 monolayers across different experiments.",Supported,2023-06-01,2023-05-01,matteroffact,validation,batteries; theme_batteries,experimental,quantitative,2306.10385v2,
2306.10385v2_13_F,"The deposition rate of AlF₃ molecules on graphite was maintained at a constant 5×10⁻⁹ monolayers per second, with total coverage limited to a maximum of 1.0 monolayer in all experiments.",Refuted,2023-06-01,2023-05-01,matteroffact,validation,batteries; theme_batteries,experimental,quantitative,2306.10385v2,
2302.12868v1_10_T,"At low frequencies where the wavelength is substantially larger than the thickness of a multilayered structure, the wave perceives the structure as transparent regardless of its composition, with transmission coefficients approaching unity irrespective of incident angle.",Supported,2023-02-01,2023-01-01,matteroffact,validation,batteries; porous materials; wave propagation modelling; ultrasonic testing; poroelasticity; multilayered media; theme_batteries,theoretical,qualitative,2302.12868v1,
2302.12868v1_10_F,"At low frequencies where the wavelength is substantially larger than the thickness of a multilayered structure, the wave transmission is highly dependent on the specific composition of the structure, with transmission coefficients varying significantly with incident angle.",Refuted,2023-02-01,2023-01-01,matteroffact,validation,batteries; porous materials; wave propagation modelling; ultrasonic testing; poroelasticity; multilayered media; theme_batteries,theoretical,qualitative,2302.12868v1,
2308.14223v1_14_T,"Carbopol microgel particles and PEO molecules exist at vastly different length scales, with swollen Carbopol particles having diameters of order 1 μm while PEO molecules have radii of gyration of order 10 nm.",Supported,2023-08-01,2023-07-01,matteroffact,validation,batteries; soft glassy materials; yield-stress fluids; polymer composites; rheology; extensible yield-stress fluids; Carbopol microgels; poly(ethylene oxide) (PEO) polymers; theme_batteries,integrative,qualitative,2308.14223v1,
2308.14223v1_14_F,"Carbopol microgel particles and PEO molecules exist at similar length scales, with both having diameters of approximately 1 μm, allowing for direct structural integration in the material network.",Refuted,2023-08-01,2023-07-01,matteroffact,validation,batteries; soft glassy materials; yield-stress fluids; polymer composites; rheology; extensible yield-stress fluids; Carbopol microgels; poly(ethylene oxide) (PEO) polymers; theme_batteries,integrative,qualitative,2308.14223v1,
2312.10313v1_9_T,The superconducting gap of a system is determined by the minimum value of the orbital-dependent gaps among orbitals whose bands cross the Fermi level.,Supported,2023-12-01,2023-11-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,qualitative,2312.10313v1,
2312.10313v1_9_F,"The superconducting gap of a system is determined by the average value of all orbital-dependent gaps, regardless of whether those orbitals' bands cross the Fermi level.",Refuted,2023-12-01,2023-11-01,matteroffact,validation,superconductors; theme_superconductors,code/simulation,qualitative,2312.10313v1,
2305.04262v3_3_T,"At specific intermediate magnetic field values during field reduction, the current density across the weak-link in FIB-patterned Nb films approaches that of the pristine regions, with the perpendicular current component Jy across the weak-link closely matching that in pristine regions",Supported,2023-05-01,2023-04-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2305.04262v3,
2305.04262v3_3_F,The current density across the weak-link in FIB-patterned Nb films remains consistently below 50% of that in pristine regions throughout the entire field reduction process,Refuted,2023-05-01,2023-04-01,matteroffact,validation,superconductors; theme_superconductors,experimental,quantitative,2305.04262v3,
2301.06756v1_3_T,Metallic helium reaches a superconducting critical temperature of approximately 100 K at a pressure of 100 terapascals.,Supported,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,quantitative,2301.06756v1,
2301.06756v1_3_F,Metallic helium reaches a superconducting critical temperature of approximately 50 K at a pressure of 100 terapascals.,Refuted,2023-01-01,2022-12-01,matteroffact,validation,superconductors; excitonic insulator; high-pressure physics; quantum materials; theme_superconductors,theoretical,quantitative,2301.06756v1,
